"","OXY","CHLOR","LIGHT","TEMP","SPEED","SUN","ALT"
"1",4.46460046623465,0.896623528242167,8.75737412487267,2.27840890679945,1.59285430486654,11.0111781072434,62.2147523890515
"2",3.10026645207511,0.778797871051442,5.59310173272229,2.60765770427229,8.1464843701628,7.97790359395013,61.9919455174529
"3",3.919571518205,1.08166650935038,6.18103155424662,2.50000064239663,0.781581011668389,8.44065792857891,62.6110199539114
"4",4.06467278252701,1.09483830028961,6.74378804080164,2.54594637852645,2.11436389131082,8.55461745012621,62.0820672328538
"5",3.43645001736229,0.968403517963188,6.47834790610532,2.90842327587138,0.381366661055589,8.3843149286121,62.6565488494727
"6",4.40636045378404,1.02340349412647,9.08567868124443,4.26645004255102,2.26148793076819,11.1523027560982,61.9817912951906
"7",2.29451611719484,0.709651050572396,1.99630681211819,3.36578210324647,4.31932900634545,4.25996416357202,63.4492902129602
"8",2.05501615032422,0.977523333331358,1.47137498707375,2.52933260598188,8.36136944977142,3.65718498912731,62.3996097210987
"9",3.0987085433367,1.20000090801821,3.88078503494068,3.1580901824861,0.740302819275295,6.05389802356585,62.6818395326843
"10",1.57093948032124,1.11215776072334,2.00895143990231,3.02195142405743,8.94077730017365,4.6750541261501,62.3226620965632
"11",2.82991345473125,1.02197610613537,2.91571154309982,3.45219762355691,5.49458748149316,5.21531779520586,63.2227763726602
"12",2.93209999393412,0.926165536928533,3.95728092222844,2.43793277338855,6.37691149054798,5.4908888036473,61.1084414372304
"13",4.41171314463503,1.08647107241951,7.78322890126038,3.12239586533912,2.36475702783631,9.74286017593754,61.7048516315922
"14",2.2069783825804,0.892327273551396,1.87985496205476,3.55229930855518,1.71267606384319,3.72025537320958,62.1369203013932
"15",3.97620094995804,1.37781206336212,6.18815981302719,3.08198786372081,1.8284373935792,8.0446483904701,62.7921377056797
"16",3.95160284205546,1.12005146419976,6.87226580053947,2.63823761855392,0.867823794841021,8.91114728858037,61.6876668001475
"17",3.52568319057179,0.832580019712399,5.57925436964452,3.13878058366342,0.688393617596927,8.14191311364375,61.3329355446358
"18",4.06729572286486,0.898995150729024,8.13850840407674,3.41758066737319,0.856729479862021,10.4721026907581,62.3460771632363
"19",3.88852355890165,1.11411041441383,6.85715661505585,2.57837266473194,3.51390246075274,8.71553332474157,62.9229444429168
"20",2.13536168604387,0.908908891919281,3.82893843755983,2.01710570539574,6.1016280872638,5.47708139088681,63.0930166996428
"21",4.65411713968536,1.13726104906221,8.46500549376791,3.7047398671024,5.72626195844436,10.0798273190566,62.6721021911539
"22",2.01764206348397,0.976618923403889,1.89248311228124,3.06542584371469,4.74387507765601,3.85029644154514,62.9611020329314
"23",3.92329294057678,1.01225998981975,6.35359629787755,2.55246099260706,7.7430316740981,8.76293412154188,61.7324571171055
"24",4.40002275979873,1.00065995453331,9.05342527775554,2.91201217382646,1.48144667954709,11.1980978094461,63.5521699535542
"25",3.32983570432767,1.08734563858786,5.9936638246517,2.00239109815759,3.55601949579572,8.09758115442602,62.5685546734499
"26",3.64692833030886,0.9468280602307,7.11506155477995,2.63168405569138,3.55740320024669,9.58550857091918,61.4310632649869
"27",2.21069950770723,0.8131731799741,1.79314229161352,3.35480851008517,1.3587105913453,3.68528497686704,61.9087280078574
"28",2.62977284217161,1.12127828766194,1.70183775447777,3.07719432509278,5.1896496767477,3.19809377938761,61.9353085582805
"29",3.24579890777824,1.04160534175596,3.6963424582347,2.46046168377626,0.0951851119396925,5.75775340014107,61.978176941077
"30",3.405482010404,1.05041669528366,5.53619341216812,3.16352062450518,1.90434040364996,7.5865501167888,62.0716203705329
